name,ccb,logmh,ccr,dedeg,fhi,morphel,modelu_rcorr,r50,fg,fc,fa,r90,modelu_j,den1mpc,grp,absrmag,grpcz,fmorphel,cz,radeg,logmstar
ECO00176,1.0,10.76,1.59,7.137,2,L,1.21,8.8,1,1,1,18.2,2.17,0.3,169,-17.45,5530.9,2,5530.9,183.106,8.33
ECO00177,1.0,10.75,1.55,6.311,1,L,1.37,3.7,0,1,1,8.4,19.02,0.9,170,-17.4,6842.7,1,6842.7,199.841,8.45
ECO00178,1.0,12.07,1.55,7.839,2,L,0.89,5.8,1,0,1,13.9,2.73,0.36,171,-17.44,6455.8,1,6461.3,188.419,8.55
ECO00179,1.0,10.77,1.35,7.611,1,E,1.4,2.9,1,1,1,9.1,1.81,0.44,172,-17.51,5108.1,1,5108.1,211.352,8.53
ECO00180,1.0,10.78,1.52,26.414,1,L,0.76,5.7,0,1,1,14.7,17.72,0.2,173,-17.53,5335.1,1,5335.1,132.084,8.35
ECO00181,1.0,10.82,1.35,12.651,2,L,0.81,18.1,0,1,1,36.2,1.17,0.91,174,-17.8,2650.3,1,2650.3,151.796,8.35
ECO00182,1.0,10.84,1.23,7.066,2,L,0.66,10.9,1,1,1,21.3,1.94,0.24,175,-17.87,5527.3,1,5527.3,144.953,8.59
ECO00183,1.0,10.78,1.49,9.317,2,L,0.81,8.9,1,1,1,20.4,18.25,0.29,176,-17.56,6423.9,1,6423.9,192.102,8.59
ECO00184,1.0,10.75,1.6,7.998,2,L,1.41,7.7,1,1,1,16.8,2.66,0.84,177,-17.34,5396.2,1,5396.2,210.418,8.47
ECO00185,1.0,13.7,1.46,9.279,2,L,0.67,10.3,1,0,1,24.6,2.01,3.57,178,-17.57,5941.5,1,5637.8,210.67,8.65
ECO00186,1.0,10.78,1.43,9.379,1,L,1.07,6.6,1,1,1,16.5,1.96,0.89,179,-17.55,4553.9,2,4553.9,210.479,8.37
ECO00187,1.0,10.76,1.61,10.599,2,L,0.99,7.3,1,1,1,16.0,18.2,0.2,180,-17.42,5832.3,1,5832.3,191.404,8.35
ECO00188,1.0,10.79,1.33,7.282,1,L,1.05,4.3,0,1,1,11.7,18.39,0.48,181,-17.62,6456.4,1,6456.4,231.268,8.69
ECO00189,1.0,10.75,1.6,7.698,1,L,0.88,7.3,1,1,1,16.1,3.03,0.6,182,-17.34,4477.5,1,4477.5,211.445,8.47
ECO00190,1.0,10.75,1.48,24.677,2,L,0.83,3.4,0,1,1,8.1,2.77,0.28,183,-17.39,5168.4,1,5168.4,205.409,8.35
ECO00191,1.0,10.76,1.55,11.284,2,L,0.81,13.2,0,1,1,27.7,-99.99,0.34,184,-17.43,3938.0,1,3938.0,231.858,8.33
ECO00192,1.0,10.77,1.48,14.933,1,L,0.94,3.3,0,1,1,7.0,18.43,0.59,185,-17.49,6975.7,1,6975.7,209.726,8.31
ECO00193,1.0,10.88,1.16,15.882,1,E,1.08,4.5,0,1,1,14.6,2.42,0.33,186,-18.08,4972.2,1,4972.2,209.319,8.79
ECO00194,1.0,10.76,1.59,11.158,2,L,0.57,4.4,0,1,1,12.1,2.22,0.19,187,-17.44,6362.8,1,6362.8,233.042,8.13
ECO00195,1.0,10.74,1.6,12.741,1,L,1.18,5.2,0,1,1,11.1,18.78,0.5,188,-17.33,6839.1,1,6839.1,232.923,8.51
ECO00196,1.0,11.35,1.47,15.85,1,L,0.72,7.0,0,0,1,16.1,18.47,0.39,189,-17.55,6900.2,1,6904.9,210.993,8.65
ECO00197,1.0,11.33,1.58,14.476,1,L,1.07,4.1,0,0,1,9.0,2.33,0.52,190,-17.34,5415.3,1,5459.6,220.141,8.27
ECO00198,1.0,11.83,1.25,15.255,1,E,1.55,4.8,0,0,1,14.9,-15.95,0.57,191,-17.73,5589.3,1,5577.6,157.593,8.81
ECO00199,1.0,10.78,1.47,15.863,2,L,0.73,9.4,0,1,1,17.6,1.9,0.18,192,-17.53,4502.9,1,4502.9,204.553,8.43
ECO00200,1.0,11.91,1.57,11.774,2,L,1.18,5.6,0,0,1,13.9,2.42,0.95,193,-17.41,4852.4,1,4953.8,138.872,8.25
ECO00201,1.0,10.75,1.41,14.198,2,L,1.22,6.1,0,1,1,17.7,2.86,0.51,194,-17.39,3601.8,2,3601.8,146.671,8.71
ECO00202,1.0,13.47,1.45,8.557,1,L,1.12,6.9,1,0,1,16.4,18.22,4.29,195,-17.48,6361.0,2,5986.3,162.94,8.55
ECO00203,1.0,10.84,1.22,8.917,1,L,0.76,9.3,1,1,1,20.6,2.41,2.07,196,-17.88,6501.1,1,6501.1,162.532,8.75
ECO00204,1.0,10.75,1.54,24.077,2,L,0.83,7.3,0,1,1,15.0,18.42,0.41,197,-17.4,6623.2,2,6623.2,197.167,8.45
ECO00205,1.0,11.11,1.36,25.775,2,L,1.49,5.9,0,0,1,13.2,2.74,0.86,198,-17.64,6393.2,2,6404.2,184.229,8.57
ECO00206,1.0,10.76,1.39,26.124,1,E,1.69,2.9,0,1,1,6.9,18.84,1.9,199,-17.43,6758.8,1,6758.8,184.187,8.65
ECO00207,1.0,10.75,1.47,8.864,2,E,0.77,3.5,0,1,1,8.3,2.28,0.16,200,-17.38,3658.7,1,3658.7,174.414,8.31
ECO00208,1.0,11.84,1.2,15.334,1,L,1.83,5.4,0,0,1,12.8,18.82,1.17,201,-17.82,6819.4,1,6816.4,230.289,8.99
ECO00209,1.0,10.83,1.29,24.549,2,L,1.33,12.1,0,1,1,28.8,2.4,0.71,202,-17.81,6415.5,1,6415.5,188.812,8.63
ECO00210,1.0,10.76,1.4,24.765,2,L,1.0,7.0,0,1,1,15.0,2.64,0.15,203,-17.46,4754.0,2,4754.0,169.25,8.57
ECO00211,1.0,10.76,1.4,25.259,2,L,0.89,3.8,0,1,1,9.2,2.37,0.31,204,-17.45,4352.5,2,4352.5,192.717,8.53
ECO00212,1.0,10.76,1.6,24.939,2,L,0.7,6.5,0,1,1,14.8,18.28,0.24,205,-17.42,6602.4,1,6602.4,198.768,8.37
ECO00213,1.0,11.17,1.47,25.889,2,L,1.1,3.5,0,0,1,8.6,18.72,1.54,206,-17.36,6900.0,1,6884.8,186.616,8.41
ECO00214,1.0,10.81,1.34,25.583,1,L,0.63,9.5,0,1,1,25.8,2.21,1.26,207,-17.73,6566.4,1,6566.4,196.238,8.59
ECO00215,1.0,10.81,1.33,14.902,1,L,1.04,3.7,0,1,1,10.7,18.08,0.65,208,-17.73,6431.0,1,6431.0,225.617,8.37
ECO00216,1.0,10.78,1.41,15.606,2,L,0.71,5.6,0,1,1,15.0,2.05,0.22,209,-17.58,5809.9,1,5809.9,150.176,8.51
ECO00217,1.0,11.84,1.51,15.269,1,L,1.25,8.1,0,0,1,19.2,18.57,1.19,201,-17.45,6819.4,1,6769.9,230.268,8.67
ECO00218,1.0,12.6,1.49,13.446,1,L,1.87,4.0,0,0,1,8.3,18.98,1.51,210,-17.38,6752.5,1,6813.9,227.737,8.75
ECO00219,1.0,10.75,1.54,15.968,1,L,1.2,3.9,0,1,1,8.1,18.81,0.94,211,-17.36,6720.1,1,6720.1,206.255,8.51
ECO00220,1.0,10.82,1.23,15.969,2,L,1.62,5.5,0,1,1,16.8,2.38,0.74,212,-17.76,6550.0,1,6550.0,206.719,8.89
ECO00221,1.0,10.78,1.44,11.694,2,L,0.87,7.8,0,1,1,20.4,2.09,0.19,213,-17.53,2900.6,1,2900.6,231.053,8.25
ECO00222,1.0,11.45,1.45,13.81,1,L,0.94,3.2,0,0,1,7.2,18.33,1.19,214,-17.51,6713.3,1,6637.0,228.421,8.41
ECO00223,1.0,10.77,1.47,15.816,1,L,1.29,5.3,0,1,1,12.6,18.28,0.57,215,-17.48,6526.1,2,6526.1,155.583,8.57
ECO00224,1.0,10.83,1.18,13.006,2,E,1.83,8.7,0,1,1,30.5,2.45,0.48,216,-17.81,2909.6,1,2909.6,143.642,8.75
ECO00225,1.0,10.79,1.31,9.101,1,L,1.51,3.9,0,1,1,11.0,2.6,0.8,217,-17.61,6237.4,1,6237.4,164.85,8.67
ECO00226,1.0,10.75,1.42,14.249,1,E,1.96,1.9,0,1,1,5.3,3.49,0.26,218,-17.34,5959.6,1,5959.6,144.323,8.85
ECO00227,1.0,10.8,1.32,8.728,1,L,1.61,7.9,1,1,1,22.1,18.69,0.32,219,-17.66,6805.8,2,6805.8,162.467,8.81
ECO00228,1.0,10.76,1.47,8.912,1,L,0.84,4.2,1,1,1,9.0,18.37,1.15,220,-17.46,6188.0,2,6188.0,164.111,8.47
ECO00229,1.0,11.64,1.38,10.213,2,L,0.94,6.9,0,0,1,15.3,18.13,1.59,221,-17.74,6655.0,1,6691.4,209.795,8.41
ECO00230,1.0,12.02,1.03,30.321,1,L,2.42,18.7,0,1,0,58.4,4.03,0.78,222,-21.58,6088.1,1,6088.1,152.465,10.93
ECO00231,1.0,12.01,1.06,22.887,1,L,1.22,10.1,0,1,0,19.6,3.31,1.51,223,-21.11,6247.7,1,6273.0,169.745,10.31
ECO00232,1.0,11.18,1.1,19.05,1,L,1.08,8.7,0,1,0,18.1,2.97,0.64,224,-19.48,4180.9,1,4180.9,170.52,9.59
ECO00233,1.0,10.79,1.42,-0.408,1,L,0.72,4.7,1,1,0,11.2,1.95,0.2,225,-17.58,5481.5,1,5481.5,142.951,8.41
ECO00234,1.0,10.83,1.27,32.144,1,L,1.06,11.6,0,1,0,28.9,1.93,0.52,226,-17.83,4394.4,1,4394.4,143.697,8.55
ECO00235,1.0,10.82,1.26,9.165,1,L,0.83,5.7,0,1,1,11.1,3.04,1.65,227,-17.76,5921.4,1,5921.4,176.019,8.71
ECO00236,1.0,13.05,1.1,44.048,1,L,0.74,28.6,0,0,0,41.8,1.2,3.43,228,-18.49,4720.4,1,4737.1,147.277,8.65
ECO00237,1.0,10.78,1.41,32.469,1,L,0.86,4.0,0,1,0,9.6,1.7,0.45,229,-17.54,4445.8,1,4445.8,148.115,8.19
ECO00238,1.0,10.77,1.46,45.215,1,L,1.24,9.7,0,1,0,20.4,2.04,0.21,230,-17.51,4381.5,2,4381.5,149.37,8.39
ECO00239,1.0,10.84,1.23,41.444,1,L,0.77,13.5,0,1,0,26.2,2.41,0.26,231,-17.88,3007.0,1,3007.0,172.076,8.61
ECO00240,1.0,10.77,1.45,17.193,1,L,0.94,6.8,0,1,0,16.0,2.5,2.92,232,-17.49,3241.1,1,3241.1,176.479,8.39
ECO00241,1.0,10.76,1.45,-0.528,1,E,1.33,4.5,1,1,0,13.5,2.28,0.23,233,-17.41,3724.2,1,3724.2,177.599,8.39
ECO00242,1.0,10.98,1.16,47.101,1,L,0.61,7.8,0,1,0,18.6,1.11,0.5,234,-18.62,4841.7,1,4841.7,191.433,8.55
ECO00243,1.0,11.76,1.5,9.456,1,L,1.01,8.6,0,0,1,19.5,1.89,1.85,235,-17.53,3054.4,1,3029.0,145.678,8.33
ECO00244,1.0,10.76,1.34,28.147,1,E,2.05,3.6,0,1,0,8.2,3.64,1.02,236,-17.45,5288.3,1,5288.3,195.397,8.83
ECO00245,1.0,10.75,1.46,33.065,1,E,0.61,1.8,0,1,0,5.1,1.56,0.33,237,-17.35,4442.5,1,4442.5,201.456,8.03
ECO00246,1.0,10.86,1.16,0.903,1,L,0.71,18.1,1,1,0,34.6,2.11,0.3,238,-18.0,3185.0,1,3185.0,202.36,8.63
ECO00247,1.0,10.77,1.41,39.265,1,E,0.8,2.3,0,1,0,7.7,2.58,0.3,239,-17.48,4365.1,1,4365.1,227.404,8.55
ECO00248,1.0,10.77,1.37,36.052,1,L,0.88,6.6,0,1,0,17.3,2.61,0.64,240,-17.52,3328.8,1,3328.8,210.154,8.51
ECO00249,1.0,11.01,1.09,20.802,1,L,1.12,55.1,0,1,0,66.8,2.1,0.16,241,-18.74,2880.4,1,2880.4,157.474,8.63
ECO00250,1.0,10.77,1.55,21.623,1,L,0.83,11.9,0,1,0,28.1,2.23,1.06,242,-17.46,2992.4,1,2992.4,136.341,8.43
ECO00251,1.0,11.58,1.55,0.148,1,L,1.26,5.0,1,0,0,10.0,2.86,0.59,243,-17.4,6853.9,1,6817.4,156.059,8.63
ECO00252,1.0,10.79,1.3,34.84,1,E,0.9,3.2,0,1,0,10.3,2.5,0.67,244,-17.59,4640.6,1,4640.6,194.436,8.73
ECO00253,1.0,12.63,1.34,35.229,1,L,0.6,4.1,0,0,0,9.8,0.85,1.51,245,-17.83,4839.2,1,4919.5,196.601,8.23
ECO00254,1.0,10.76,1.46,34.634,1,E,0.63,2.5,0,1,0,7.3,1.34,0.57,246,-17.41,4461.8,1,4461.8,217.833,8.09
ECO00255,1.0,11.45,1.39,31.69,1,E,0.88,4.8,0,0,0,15.4,2.24,1.12,247,-17.52,3527.6,1,3441.1,217.933,8.41
ECO00256,1.0,11.3,1.51,1.985,1,L,1.07,7.8,1,0,0,21.4,18.35,0.96,248,-17.43,5520.0,1,5547.7,161.343,8.55
ECO00257,1.0,11.11,1.26,19.337,1,L,0.61,5.4,0,0,0,13.3,1.59,1.76,249,-17.87,5745.0,1,5729.6,176.058,8.37
ECO00258,1.0,10.75,1.51,1.443,1,L,1.26,5.1,1,1,0,11.2,18.78,0.94,250,-17.4,6876.6,1,6876.6,186.461,8.67
ECO00259,1.0,10.78,1.37,49.342,1,L,1.03,4.0,0,1,0,11.6,2.51,0.43,251,-17.56,4066.7,1,4066.7,213.788,8.33
ECO00260,1.0,10.76,1.44,43.972,1,E,1.26,2.9,0,1,0,10.4,2.21,0.3,252,-17.42,3173.1,1,3173.1,218.836,8.41
ECO00261,1.0,10.78,1.32,22.813,1,E,0.88,3.3,0,1,0,11.0,2.74,0.3,253,-17.56,4391.6,1,4391.6,137.231,8.63
ECO00262,1.0,11.69,1.13,9.221,1,L,1.41,7.4,1,1,1,15.7,3.78,3.54,254,-20.9,5937.6,2,6072.1,210.88,10.33
ECO00263,1.0,11.73,1.43,9.802,1,L,1.49,5.0,0,0,1,11.2,18.29,2.26,255,-17.53,6290.9,1,6211.5,176.338,8.59
ECO00264,1.0,11.63,1.52,23.825,1,L,1.46,12.9,0,0,0,29.8,2.02,0.84,256,-17.45,4208.8,2,4261.2,179.172,8.51
ECO00265,1.0,11.44,1.39,32.449,1,L,0.87,9.5,0,0,0,23.2,2.19,1.22,257,-17.64,4236.1,1,4246.9,216.321,8.63
ECO00266,1.0,12.89,1.47,-0.96,1,L,1.14,6.7,1,0,0,15.4,3.34,1.73,258,-17.54,5322.6,1,5352.7,197.092,8.65
ECO00267,1.0,10.8,1.39,-0.8,1,L,0.74,10.1,1,1,0,23.1,2.11,0.17,259,-17.67,4321.6,1,4321.6,189.98,8.71
ECO00268,1.0,10.8,1.35,-0.614,1,L,0.9,10.2,1,1,0,22.8,2.51,0.42,260,-17.67,4950.7,2,4950.7,202.486,8.63
ECO00269,1.0,11.16,1.56,-0.364,1,L,0.87,7.1,1,0,0,16.6,3.16,0.44,261,-17.46,4931.1,1,4864.1,165.71,8.45
ECO00270,1.0,12.73,1.37,-0.345,1,L,1.21,4.6,1,0,0,9.9,2.66,1.4,262,-17.58,5421.8,1,5440.1,159.659,8.67
ECO00271,1.0,10.79,1.32,-0.185,1,E,1.09,3.5,1,1,0,9.0,2.51,0.54,263,-17.6,3636.6,1,3636.6,190.076,8.55
ECO00272,1.0,11.12,1.35,-0.083,1,E,1.1,3.3,1,0,0,7.4,3.1,0.51,264,-17.48,4672.7,1,4704.3,190.273,8.63
ECO00273,1.0,10.81,1.36,-0.03,1,L,0.83,14.5,1,1,0,34.6,2.32,0.49,265,-17.72,5031.4,1,5031.4,202.56,8.59
ECO00274,1.0,10.77,1.43,9.957,2,L,1.02,6.2,0,1,1,15.4,2.13,0.19,266,-17.52,3090.2,1,3090.2,197.01,8.45
ECO00275,1.0,10.76,1.41,0.149,1,E,1.33,3.8,1,1,0,9.9,2.64,0.3,267,-17.41,4313.4,1,4313.4,160.687,8.63
ECO00276,1.0,10.76,1.51,0.281,1,L,0.83,4.6,1,1,0,10.9,2.69,0.8,268,-17.42,6074.0,1,6074.0,152.71,8.51
ECO00277,1.0,10.81,1.29,0.308,1,L,1.76,7.9,1,1,0,19.2,2.87,2.49,269,-17.73,5885.2,1,5885.2,182.356,8.75
ECO00278,1.0,11.05,1.48,0.322,1,E,1.32,3.4,1,0,0,11.2,18.66,3.2,270,-17.37,5978.2,1,5993.4,182.904,8.47
ECO00279,1.0,12.71,1.37,0.457,1,E,1.9,3.2,1,0,0,8.1,3.35,1.72,271,-17.52,7164.0,1,6980.9,170.165,8.89
ECO00280,1.0,10.75,1.5,10.44,1,L,1.22,3.6,0,1,1,10.9,2.96,1.52,272,-17.4,6257.2,1,6257.2,177.097,8.47
ECO00281,1.0,10.75,1.61,0.565,1,L,0.9,4.0,1,1,0,6.7,18.49,0.16,273,-17.39,6747.8,1,6747.8,225.96,8.33
ECO00282,1.0,10.76,1.47,1.334,1,L,1.05,3.8,1,1,0,8.3,18.63,0.51,274,-17.41,6492.5,1,6492.5,181.667,8.53
ECO00283,1.0,10.94,1.47,1.348,1,L,1.72,5.1,1,0,0,11.0,3.82,1.38,275,-17.49,6899.8,1,6896.8,187.903,8.79
ECO00284,1.0,11.36,1.6,1.489,1,L,1.15,5.3,1,0,0,11.6,18.67,3.39,276,-17.35,6072.2,1,6153.6,182.99,8.49
ECO00285,1.0,11.1,1.37,10.937,1,E,1.07,2.4,0,0,1,5.5,18.76,0.88,277,-17.44,6234.4,1,6215.3,165.906,8.69
ECO00286,1.0,10.76,1.58,1.526,1,L,0.94,6.6,1,1,0,15.8,2.63,0.86,278,-17.44,5409.3,1,5409.3,197.887,8.43
ECO00287,1.0,10.76,1.43,1.526,1,L,1.79,6.4,1,1,0,13.0,3.06,0.36,279,-17.43,5241.2,2,5241.2,180.679,8.71
ECO00288,1.0,10.74,1.47,1.579,1,E,1.13,3.3,1,1,0,8.0,2.78,0.18,280,-17.34,4931.4,1,4931.4,206.6,8.45
ECO00289,1.0,10.79,1.42,1.671,1,L,1.04,7.9,1,1,0,17.0,1.97,0.26,281,-17.59,5125.9,1,5125.9,192.911,8.51
ECO00290,1.0,13.95,1.42,1.804,1,E,2.2,2.7,1,0,0,7.8,4.37,7.47,282,-17.38,5993.4,1,5720.3,181.191,9.09
ECO00291,1.0,13.95,1.39,1.836,1,E,2.08,4.0,1,0,0,10.4,3.42,7.47,282,-17.49,5993.4,1,5555.4,180.967,9.05
ECO00292,1.0,13.95,1.14,2.05,1,L,1.79,7.3,1,0,0,12.4,4.18,7.42,282,-17.62,5993.4,1,5504.8,180.9,8.81
ECO00293,1.0,11.61,1.32,11.381,1,E,1.97,4.4,0,0,1,10.6,2.99,0.74,283,-17.55,4894.3,1,4970.0,215.504,8.95
ECO00294,1.0,11.11,1.21,2.147,1,L,2.19,6.6,1,0,0,17.7,-15.48,4.65,284,-17.79,6048.9,1,5937.6,180.153,9.25
ECO00295,1.0,10.75,1.54,2.192,1,L,0.85,3.7,1,1,0,8.0,3.6,4.24,285,-17.37,6125.8,1,6125.8,181.527,8.53
ECO00296,1.0,10.77,1.53,2.285,1,L,0.76,4.6,1,1,0,8.8,3.25,0.4,286,-17.49,6480.3,1,6480.3,197.421,8.41
ECO00297,1.0,10.85,1.2,2.327,1,L,1.01,8.5,1,1,0,20.5,2.13,0.16,287,-17.91,5024.4,2,5024.4,196.879,8.47
ECO00298,1.0,10.76,1.44,2.331,1,E,1.48,6.6,1,1,0,21.7,2.22,0.19,288,-17.42,3302.4,1,3302.4,204.342,8.43
ECO00299,1.0,10.77,1.4,2.333,1,L,0.95,3.2,1,1,0,9.6,2.8,0.17,289,-17.52,6183.5,1,6183.5,171.742,8.29
ECO00300,1.0,10.92,1.1,2.58,1,L,0.62,9.0,1,1,0,20.6,1.58,1.25,290,-18.27,6750.1,1,6750.1,171.575,8.49
ECO00301,1.0,13.06,1.38,2.988,1,L,1.71,9.1,1,0,0,22.9,3.09,1.45,291,-17.56,3640.7,1,3538.2,134.415,8.83
ECO00302,1.0,10.77,1.37,3.284,1,L,1.09,4.9,1,1,0,10.5,2.83,0.47,292,-17.49,4792.6,2,4792.6,146.901,8.55
ECO00303,1.0,11.29,1.51,3.302,1,L,1.4,6.8,1,0,0,14.3,2.67,0.4,293,-17.41,5452.7,1,5442.3,205.678,8.55
ECO00304,1.0,11.0,1.45,3.655,1,L,0.78,9.7,1,0,0,21.0,2.41,0.92,294,-17.52,4329.1,2,4327.1,208.052,8.51
ECO00305,1.0,10.76,1.46,3.746,1,L,0.95,10.7,1,1,0,22.1,2.74,0.44,295,-17.45,3595.1,2,3595.1,235.893,8.53
ECO00306,1.0,10.76,1.41,17.16,1,L,1.07,3.1,0,1,0,6.5,2.92,0.51,296,-17.41,6012.1,1,6012.1,168.512,8.55
ECO00307,1.0,10.78,1.43,17.478,1,L,0.9,11.5,0,1,0,25.6,17.49,1.11,297,-17.57,4266.7,1,4266.7,133.884,8.69
ECO00308,1.0,10.82,1.24,17.876,1,L,1.48,11.8,0,1,0,28.7,2.95,0.96,298,-17.74,4004.2,1,4004.2,130.646,8.85
ECO00309,1.0,10.76,1.39,18.043,1,E,1.6,2.9,0,1,0,7.1,3.51,0.27,299,-17.45,6214.5,1,6214.5,137.848,8.63
ECO00310,1.0,10.77,1.44,18.269,1,L,0.78,4.1,0,1,0,8.3,18.18,0.41,300,-17.48,5875.7,1,5875.7,143.124,8.47
ECO00311,1.0,10.78,1.48,18.273,1,L,1.02,5.9,0,1,0,14.0,2.59,0.75,301,-17.54,6094.9,1,6094.9,131.43,8.49
ECO00312,1.0,10.77,1.56,11.506,2,L,1.12,7.0,0,1,1,14.9,3.41,0.26,302,-17.47,6689.1,1,6689.1,195.275,8.43
ECO00313,1.0,10.75,1.58,18.591,1,L,1.14,6.3,0,1,0,15.1,2.89,0.45,303,-17.4,5832.7,1,5832.7,142.803,8.43
ECO00314,1.0,11.32,1.38,18.651,1,E,0.91,3.2,0,0,0,8.8,2.82,1.54,304,-17.44,4290.5,1,4315.5,133.317,8.61
ECO00315,1.0,10.78,1.46,18.897,1,L,0.74,8.7,0,1,0,15.4,2.15,0.72,305,-17.54,3576.1,2,3576.1,154.635,8.45
ECO00316,1.0,10.84,1.13,19.275,1,L,1.68,14.0,0,1,0,32.0,-4.95,0.63,306,-17.86,6047.9,1,6047.9,170.915,8.89
ECO00317,1.0,11.7,1.29,19.299,1,E,2.03,5.1,0,0,0,14.0,3.15,2.58,307,-17.55,4075.0,2,4172.8,132.462,9.03
ECO00318,1.0,10.78,1.35,19.646,1,L,0.84,6.0,0,1,0,14.9,2.72,0.36,308,-17.58,4472.2,2,4472.2,145.288,8.57
ECO00319,1.0,10.75,1.49,20.048,1,L,1.17,8.7,0,1,0,19.0,2.99,0.36,309,-17.38,4293.7,2,4293.7,237.346,8.53
ECO00320,1.0,10.81,1.26,21.591,1,L,1.19,4.0,0,1,0,8.5,2.68,0.82,310,-17.71,6252.4,1,6252.4,154.498,8.69
ECO00321,1.0,10.84,1.19,21.882,1,L,0.89,6.4,0,1,0,19.4,2.69,0.22,311,-17.87,5406.3,1,5406.3,149.384,8.87
ECO00322,1.0,11.38,1.45,11.654,1,L,0.67,3.7,0,0,1,8.9,1.67,0.62,312,-17.53,4968.8,1,4997.4,145.475,8.23
ECO00323,1.0,10.75,1.47,21.925,1,E,0.8,3.4,0,1,0,7.4,2.56,0.19,313,-17.34,3742.4,1,3742.4,137.219,8.41
ECO00324,1.0,10.77,1.37,22.373,1,E,1.04,2.5,0,1,0,5.8,18.43,0.78,314,-17.51,6299.0,1,6299.0,156.797,8.47
ECO00325,1.0,10.75,1.59,22.544,1,L,0.78,5.7,0,1,0,13.8,17.93,0.27,315,-17.37,5144.3,1,5144.3,222.481,8.33
ECO00326,1.0,10.82,1.33,22.735,1,L,0.59,10.3,0,1,0,22.5,17.37,0.96,316,-17.78,5334.7,1,5334.7,221.447,8.33
ECO00327,1.0,12.98,1.46,22.875,1,L,1.25,5.7,0,0,0,11.5,3.1,3.73,317,-17.46,6480.1,2,6530.3,166.975,8.71
ECO00328,1.0,10.79,1.36,23.031,1,L,0.73,5.9,0,1,0,16.1,2.46,0.37,318,-17.61,3935.9,1,3935.9,156.807,8.49
ECO00329,1.0,10.76,1.48,23.298,1,L,0.84,5.3,0,1,0,14.2,2.01,0.94,319,-17.43,5371.3,1,5371.3,221.387,8.41
ECO00330,1.0,10.76,1.43,23.35,1,L,0.87,5.6,0,1,0,11.9,2.62,0.48,320,-17.42,4927.5,2,4927.5,228.182,8.53
ECO00331,1.0,10.76,1.54,23.366,1,L,1.13,5.6,0,1,0,10.9,2.57,0.24,321,-17.44,5088.5,1,5088.5,176.847,8.53
ECO00332,1.0,10.89,1.17,13.105,2,L,0.89,6.7,0,1,1,16.6,1.41,0.29,322,-18.13,5607.7,1,5607.7,219.028,8.49
ECO00333,1.0,10.75,1.46,23.918,1,E,0.95,3.2,0,1,0,14.3,2.45,1.49,323,-17.34,3559.3,1,3559.3,176.898,8.55
ECO00334,1.0,10.76,1.44,28.147,1,L,0.79,5.1,0,1,0,14.9,2.59,0.52,324,-17.45,4010.5,1,4010.5,140.412,8.47
ECO00335,1.0,10.78,1.3,28.49,1,E,2.03,4.4,0,1,0,10.3,3.36,1.54,325,-17.53,5424.0,1,5424.0,195.791,9.03
ECO00336,1.0,11.14,1.18,28.573,1,L,0.88,4.0,0,0,0,10.9,2.21,1.1,326,-18.02,6505.1,1,6556.1,140.587,8.65
ECO00337,1.0,12.48,1.36,29.147,1,L,0.68,4.9,0,0,0,14.4,3.24,2.55,327,-17.56,5914.7,1,5817.9,196.154,8.69
ECO00338,1.0,10.77,1.51,29.451,1,L,0.96,9.5,0,1,0,23.0,2.78,0.75,328,-17.47,4559.1,2,4559.1,188.409,8.53
ECO00339,1.0,10.78,1.37,13.267,2,L,1.14,3.4,0,1,1,8.0,2.58,0.49,329,-17.58,6024.4,1,6024.4,170.629,8.65
ECO00340,1.0,10.77,1.43,29.714,1,L,1.01,3.6,0,1,0,9.6,18.51,0.23,330,-17.52,6608.1,1,6608.1,213.652,8.55
ECO00341,1.0,12.53,1.45,29.987,1,E,2.03,5.9,0,0,0,14.2,3.99,1.27,331,-17.44,4452.6,1,4445.4,217.4,8.91
ECO00342,1.0,10.78,1.49,30.033,1,L,0.78,6.1,0,1,0,14.3,2.41,0.64,332,-17.54,6368.4,1,6368.4,148.189,8.55
ECO00343,1.0,13.65,1.49,30.057,1,E,2.03,4.5,0,0,0,11.0,19.16,2.37,333,-17.4,6452.7,1,6260.4,138.551,8.95
ECO00344,1.0,10.78,1.34,30.215,1,E,1.45,5.2,0,1,0,16.0,2.9,1.49,334,-17.53,3367.9,1,3367.9,179.857,8.59
ECO00345,1.0,10.78,1.41,30.284,1,L,0.94,7.1,0,1,0,16.5,17.77,0.88,335,-17.54,5032.6,2,5032.6,204.923,8.51
ECO00346,1.0,10.77,1.37,30.291,1,E,1.08,2.4,0,1,0,6.6,2.87,0.2,336,-17.49,6640.9,1,6640.9,161.495,8.53
ECO00347,1.0,11.6,1.31,30.716,1,L,0.73,8.4,0,0,0,17.1,1.66,0.88,337,-17.72,3816.2,2,3909.4,217.06,8.43
ECO00348,1.0,11.52,1.59,30.753,1,L,0.71,6.2,0,0,0,12.6,17.98,1.26,338,-17.34,5672.9,2,5634.9,198.93,8.29
ECO00349,1.0,11.98,1.45,31.096,1,L,1.24,3.5,0,0,0,6.9,18.47,1.42,339,-17.35,5603.3,1,5575.0,199.52,8.47
ECO00350,1.0,10.76,1.43,11.621,2,L,0.96,7.9,0,1,1,19.8,2.93,1.3,340,-17.44,3029.2,1,3029.2,141.911,8.67
